UserId,UserLogin,UserName,FollowerId,FollowerLogin
20,kevinclark,Kevin Clark,36356,3rdman
20,kevinclark,Kevin Clark,42081,stonegao
20,kevinclark,Kevin Clark,83390,jondot
20,kevinclark,Kevin Clark,90669,happythenewsad
20,kevinclark,Kevin Clark,93388,kbighorse
20,kevinclark,Kevin Clark,122275,miclovich
20,kevinclark,Kevin Clark,144385,bcambel
20,kevinclark,Kevin Clark,164769,pinoystartup
20,kevinclark,Kevin Clark,249690,syst3mw0rm
20,kevinclark,Kevin Clark,278168,ximyu
25,caged,Justin Palmer,2,defunkt
25,caged,Justin Palmer,38,atmos
25,caged,Justin Palmer,110,danwrong
25,caged,Justin Palmer,137,josh
25,caged,Justin Palmer,200,ELLIOTTCABLE
25,caged,Justin Palmer,257,robbyrussell
25,caged,Justin Palmer,318,bumi
25,caged,Justin Palmer,397,crafterm
25,caged,Justin Palmer,437,foca
25,caged,Justin Palmer,459,voodootikigod
25,caged,Justin Palmer,494,saimonmoore
25,caged,Justin Palmer,585,arisbartee
25,caged,Justin Palmer,665,zachinglis
25,caged,Justin Palmer,697,dgiunta
25,caged,Justin Palmer,714,lilyball
25,caged,Justin Palmer,865,pengwynn
25,caged,Justin Palmer,903,luke0x
25,caged,Justin Palmer,910,ejdraper
25,caged,Justin Palmer,950,colin
25,caged,Justin Palmer,957,melito
25,caged,Justin Palmer,1016,amerine
25,caged,Justin Palmer,1060,andrew
25,caged,Justin Palmer,1258,bryanveloso
25,caged,Justin Palmer,1286,dbarros
25,caged,Justin Palmer,1354,kneath
25,caged,Justin Palmer,1365,charlenopires
25,caged,Justin Palmer,1423,lisamac
25,caged,Justin Palmer,1497,mikewest
25,caged,Justin Palmer,1844,ryanlowe
25,caged,Justin Palmer,2071,JackDanger
30,fanvsfan,,52926,zpmorgan
30,fanvsfan,,2546543,TabLand
30,fanvsfan,,10369436,azide0x37
30,fanvsfan,,6392429,jakesyl
30,fanvsfan,,5877145,angusshire
30,fanvsfan,,9503030,relative2
30,fanvsfan,,20416127,handsomebelugawhale
30,fanvsfan,,3076393,KevinHock
30,fanvsfan,,10064471,madnight
30,fanvsfan,,20427105,shell-nightmare
30,fanvsfan,,34840645,codersweek
30,fanvsfan,,36331350,graphbot
30,fanvsfan,,15948425,sHilgert
30,fanvsfan,,48634525,Dmitriy-Vas
30,fanvsfan,,15663890,strafe
30,fanvsfan,,13213778,oweis
30,fanvsfan,,6305836,Beasta
30,fanvsfan,,43377300,sfein4uin4ui94
30,fanvsfan,,50240569,jgoncalves8080
30,fanvsfan,,63962174,RaulMatias7
30,fanvsfan,,74511769,Osvaldo943
30,fanvsfan,,72455038,mariovarela99
35,kevwil,Kevin Williams,200,ELLIOTTCABLE
35,kevwil,Kevin Williams,10421,devn
35,kevwil,Kevin Williams,19241,tfredrich
35,kevwil,Kevin Williams,42081,stonegao
35,kevwil,Kevin Williams,55925,timjstewart
35,kevwil,Kevin Williams,191001,aurelienmaury
35,kevwil,Kevin Williams,321422,crhatton
35,kevwil,Kevin Williams,1598729,xiaochunzhou
35,kevwil,Kevin Williams,30455,mbrevoort
35,kevwil,Kevin Williams,2651940,jparagon
35,kevwil,Kevin Williams,4585997,cacotopia
35,kevwil,Kevin Williams,5002420,vjettjen85
35,kevwil,Kevin Williams,3116394,gitlisted
35,kevwil,Kevin Williams,976175,Shipow
35,kevwil,Kevin Williams,1993958,af6900
35,kevwil,Kevin Williams,1734977,browe32
35,kevwil,Kevin Williams,34903,h4ck3rm1k3
35,kevwil,Kevin Williams,12202694,zagasourcing
35,kevwil,Kevin Williams,2973130,mikegwhit
35,kevwil,Kevin Williams,778015,ahmetabdi
35,kevwil,Kevin Williams,10949282,JeffreyDeYoung
35,kevwil,Kevin Williams,18280788,alexshanghai777
35,kevwil,Kevin Williams,5877145,angusshire
35,kevwil,Kevin Williams,10283811,saadmahboob
35,kevwil,Kevin Williams,3076393,KevinHock
35,kevwil,Kevin Williams,6508763,dalinhuang99
35,kevwil,Kevin Williams,11224493,LawrencePeng
35,kevwil,Kevin Williams,19735849,canering
35,kevwil,Kevin Williams,20427105,shell-nightmare
35,kevwil,Kevin Williams,7304741,kaue
45,mojodna,Seth Fitzsimmons,108113,rharmes
45,mojodna,Seth Fitzsimmons,47,jnewland
45,mojodna,Seth Fitzsimmons,76,rabble
45,mojodna,Seth Fitzsimmons,175,tommorris
45,mojodna,Seth Fitzsimmons,182,mtodd
45,mojodna,Seth Fitzsimmons,206,sprsquish
45,mojodna,Seth Fitzsimmons,248,aditya
45,mojodna,Seth Fitzsimmons,318,bumi
45,mojodna,Seth Fitzsimmons,523,brett
45,mojodna,Seth Fitzsimmons,567,purzelrakete
45,mojodna,Seth Fitzsimmons,849,juliamae
45,mojodna,Seth Fitzsimmons,936,cjmartin
45,mojodna,Seth Fitzsimmons,1027,waferbaby
45,mojodna,Seth Fitzsimmons,1218,ajturner
45,mojodna,Seth Fitzsimmons,1365,charlenopires
45,mojodna,Seth Fitzsimmons,1692,cw
45,mojodna,Seth Fitzsimmons,1894,gbraad
45,mojodna,Seth Fitzsimmons,1907,sabman
45,mojodna,Seth Fitzsimmons,2025,jonpierce
45,mojodna,Seth Fitzsimmons,2179,kellan
45,mojodna,Seth Fitzsimmons,2210,SteveMarshall
45,mojodna,Seth Fitzsimmons,2219,myelin
45,mojodna,Seth Fitzsimmons,2567,tmm1
45,mojodna,Seth Fitzsimmons,2581,lhl
45,mojodna,Seth Fitzsimmons,2882,nikolay
45,mojodna,Seth Fitzsimmons,2984,zzgavin
45,mojodna,Seth Fitzsimmons,3153,BenWard
45,mojodna,Seth Fitzsimmons,3690,smtlaissezfaire
45,mojodna,Seth Fitzsimmons,3785,mattb
45,mojodna,Seth Fitzsimmons,3799,paulhammond
